"","YEAR","NETWORTH","INCOME","KIDS","RACE","WGT","FAMSTRUCT","HHSEX","AGE","MARRIED_LWP","CHILDREN","HHSIZE"
"238961",2019,237600,139482.15251,0,"White",7802.2657171,5,"male",62,1,"No",2
"238962",2019,236600,138464.03461,0,"White",8247.5363009,5,"male",62,1,"No",2
"238963",2019,237600,138464.03461,0,"White",8169.562719,5,"male",62,1,"No",2
"238964",2019,234600,138464.03461,0,"White",8087.7045167,5,"male",62,1,"No",2
"238965",2019,237600,138464.03461,0,"White",8276.5100479,5,"male",62,1,"No",2
"238966",2019,2405000,170025.68956,0,"White",2752.560561,5,"male",64,1,"No",2
"238967",2019,2405000,169007.57166,0,"White",2118.7376721,5,"male",64,1,"No",2
"238968",2019,2405000,169007.57166,0,"White",2314.8308383,5,"male",64,1,"No",2
"238969",2019,2405000,170025.68956,0,"White",2383.7248515,5,"male",64,1,"No",2
"238970",2019,2405000,170025.68956,0,"White",2141.8613699,5,"male",64,1,"No",2
"238971",2019,240160,26471.065441,0,"Black",9873.3271037,3,"female",93,0,"No",1
"238972",2019,240300,28507.301244,0,"Black",10041.571204,3,"female",93,0,"No",1
"238973",2019,239400,32579.77285,0,"Black",10325.777243,3,"female",93,0,"No",1
"238974",2019,242500,28507.301244,0,"Black",9932.4204819,3,"female",93,0,"No",1
"238975",2019,240000,26471.065441,0,"Black",9996.129793,3,"female",93,0,"No",1
"238976",2019,4978800,307471.60627,0,"Other",5853.919823,5,"male",53,1,"No",2
"238977",2019,5068700,307471.60627,0,"Other",5654.464509,5,"male",53,1,"No",2
"238978",2019,5232800,307471.60627,0,"Other",5507.4505434,5,"male",53,1,"No",2
"238979",2019,5130700,307471.60627,0,"Other",5890.8455078,5,"male",53,1,"No",2
"238980",2019,5042800,307471.60627,0,"Other",5831.754306,5,"male",53,1,"No",2
"238981",2019,708000,176134.39697,0,"White",5098.4716196,5,"male",47,1,"No",2
"238982",2019,709000,176134.39697,0,"White",5389.5989258,5,"male",47,1,"No",2
"238983",2019,708000,176134.39697,0,"White",5338.4048112,5,"male",47,1,"No",2
"238984",2019,708000,176134.39697,0,"White",5286.0690432,5,"male",47,1,"No",2
"238985",2019,708000,176134.39697,0,"White",5408.1667119,5,"male",47,1,"No",2
"238986",2019,182551,19344.24013,0,"White",8143.9406404,3,"female",76,0,"No",1
"238987",2019,193951,17308.004327,0,"White",8305.0622184,3,"female",76,0,"No",1
"238988",2019,191951,23416.711736,0,"White",8431.8139039,3,"female",76,0,"No",1
"238989",2019,182151,15271.768524,0,"White",8167.7309451,3,"female",76,0,"No",1
"238990",2019,181051,25452.947539,0,"White",8227.5550109,3,"female",76,0,"No",1
"238991",2019,7870,18326.122228,0,"White",5424.9932451,3,"male",69,0,"No",1
"238992",2019,6370,18326.122228,0,"White",5435.6532667,3,"male",69,0,"No",1
"238993",2019,3570,18326.122228,0,"White",5435.9126891,3,"male",69,0,"No",1
"238994",2019,4770,17308.004327,0,"White",5420.5833484,3,"male",69,0,"No",1
"238995",2019,5670,18326.122228,0,"White",5429.0931447,3,"male",69,0,"No",1
"238996",2019,1717200,218895.34884,0,"White",311.32909883,5,"male",58,1,"No",2
"238997",2019,1656000,194460.5192,0,"White",317.34919878,5,"male",58,1,"No",2
"238998",2019,1769700,193442.4013,0,"White",326.76282034,5,"male",58,1,"No",2
"238999",2019,1697900,216859.11303,0,"White",323.32273758,5,"male",58,1,"No",2
"239000",2019,1659300,194460.5192,0,"White",310.90292321,5,"male",58,1,"No",2
"239001",2019,355750,154753.92104,1,"Other",3503.5472358,4,"male",39,1,"Yes",3
"239002",2019,358750,153735.80314,1,"Other",3724.0243406,4,"male",39,1,"Yes",3
"239003",2019,355250,153735.80314,1,"Other",3640.7620582,4,"male",39,1,"Yes",3
"239004",2019,358050,153735.80314,1,"Other",3611.0231954,4,"male",39,1,"Yes",3
"239005",2019,359350,154753.92104,1,"Other",3729.4480868,4,"male",39,1,"Yes",3
"239006",2019,5000,28507.301244,2,"Black",7981.3766344,4,"male",29,1,"Yes",4
"239007",2019,4900,28507.301244,2,"Black",8003.0379706,4,"male",29,1,"Yes",4
"239008",2019,5000,28507.301244,2,"Black",7919.8549027,4,"male",29,1,"Yes",4
"239009",2019,5000,28507.301244,2,"Black",7968.0074761,4,"male",29,1,"Yes",4
"239010",2019,5000,28507.301244,2,"Black",7975.1164895,4,"male",29,1,"Yes",4
"239011",2019,318950,96721.200649,5,"White",6412.653566,4,"male",71,1,"Yes",7
"239012",2019,317650,97739.318551,5,"White",6747.8247447,4,"male",71,1,"Yes",7
"239013",2019,317750,97739.318551,5,"White",6683.8163301,4,"male",71,1,"Yes",7
"239014",2019,317650,97739.318551,5,"White",6613.5987762,4,"male",71,1,"Yes",7
"239015",2019,319950,97739.318551,5,"White",6746.5200188,4,"male",71,1,"Yes",7
"239016",2019,8800,34616.008653,0,"Black",3768.0740131,2,"male",51,0,"No",1
"239017",2019,8800,34616.008653,0,"Black",3771.4038205,2,"male",51,0,"No",1
"239018",2019,8800,33597.890752,0,"Black",3735.5791265,2,"male",51,0,"No",1
"239019",2019,8800,33597.890752,0,"Black",3747.1752031,2,"male",51,0,"No",1
"239020",2019,8800,34616.008653,0,"Black",3754.8208295,2,"male",51,0,"No",1
"239021",2019,9377500,3044172.5257,1,"White",25.698212225,4,"male",63,1,"Yes",3
"239022",2019,9306500,3115440.7788,1,"White",27.535438995,4,"male",63,1,"Yes",3
"239023",2019,6721500,3115440.7788,1,"White",24.903234334,4,"male",63,1,"Yes",3
"239024",2019,10627500,3166346.6739,1,"White",26.327647305,4,"male",63,1,"Yes",3
"239025",2019,7368500,3044172.5257,1,"White",26.090794236,4,"male",63,1,"Yes",3
"239026",2019,165800,103848.02596,0,"White",4883.7739949,5,"male",48,1,"No",2
"239027",2019,164800,103848.02596,0,"White",4875.2385627,5,"male",48,1,"No",2
"239028",2019,164800,103848.02596,0,"White",4867.7759133,5,"male",48,1,"No",2
"239029",2019,164800,103848.02596,0,"White",4873.3618825,5,"male",48,1,"No",2
"239030",2019,165800,103848.02596,0,"White",4890.5811278,5,"male",48,1,"No",2
"239031",2019,-7215,71268.25311,2,"White",4730.1034247,4,"male",31,1,"Yes",4
"239032",2019,-9310,71268.25311,2,"White",4741.0330116,4,"male",31,1,"Yes",4
"239033",2019,-10200,71268.25311,2,"White",4733.414115,4,"male",31,1,"Yes",4
"239034",2019,-9300,71268.25311,2,"White",4732.8413074,4,"male",31,1,"Yes",4
"239035",2019,-8215,71268.25311,2,"White",4740.9413335,4,"male",31,1,"Yes",4
"239036",2019,215400,42760.951866,1,"White",6567.1585919,1,"female",62,0,"Yes",2
"239037",2019,228100,42760.951866,1,"White",6544.0017282,1,"female",62,0,"Yes",2
"239038",2019,223700,42760.951866,1,"White",6571.7785495,1,"female",62,0,"Yes",2
"239039",2019,221300,42760.951866,1,"White",6560.0767909,1,"female",62,0,"Yes",2
"239040",2019,223500,42760.951866,1,"White",6579.6124291,1,"female",62,0,"Yes",2
"239041",2019,-4730,66167.482423,2,"Other",4570.6505287,4,"male",47,1,"Yes",4
"239042",2019,-3530,53960.248783,2,"Other",4553.2996377,4,"male",47,1,"Yes",4
"239043",2019,-3030,64131.24662,2,"Other",4622.0823023,4,"male",47,1,"Yes",4
"239044",2019,-2330,54978.366685,2,"Other",4592.6509127,4,"male",47,1,"Yes",4
"239045",2019,-3130,74312.425635,2,"Other",4557.0989549,4,"male",47,1,"Yes",4
"239046",2019,3372420,131337.2093,0,"White",1973.9389044,5,"male",83,1,"No",2
"239047",2019,3197220,117083.55868,0,"White",1940.799131,5,"male",83,1,"No",2
"239048",2019,3033100,117083.55868,0,"White",1908.3765181,5,"male",83,1,"No",2
"239049",2019,3062600,117083.55868,0,"White",1945.4032784,5,"male",83,1,"No",2
"239050",2019,3366100,117083.55868,0,"White",1949.0594248,5,"male",83,1,"No",2
"239051",2019,-45570,135409.68091,0,"White",3752.2777077,5,"male",35,1,"No",2
"239052",2019,-23980,134391.56301,0,"White",3733.8421867,5,"male",35,1,"No",2
"239053",2019,-28780,134391.56301,0,"White",3744.7432377,5,"male",35,1,"No",2
"239054",2019,-28420,135409.68091,0,"White",3736.6504752,5,"male",35,1,"No",2
"239055",2019,-21180,135409.68091,0,"White",3747.0066129,5,"male",35,1,"No",2
"239056",2019,88040,52942.130882,0,"Black",5632.7046236,3,"female",88,0,"No",1
"239057",2019,86930,55996.484586,0,"Black",5622.8915859,3,"female",88,0,"No",1
"239058",2019,87400,57014.602488,0,"Black",5690.2582197,3,"female",88,0,"No",1
"239059",2019,86030,51924.01298,0,"Black",5645.6637933,3,"female",88,0,"No",1
"239060",2019,85730,51924.01298,0,"Black",5640.0861119,3,"female",88,0,"No",1
"239061",2019,9860,38688.48026,0,"Hispanic",4705.030924,5,"male",45,1,"No",2
"239062",2019,9860,38688.48026,0,"Hispanic",4713.6359986,5,"male",45,1,"No",2
"239063",2019,8640,38688.48026,0,"Hispanic",4710.5043912,5,"male",45,1,"No",2
"239064",2019,6940,38688.48026,0,"Hispanic",4694.4355308,5,"male",45,1,"No",2
"239065",2019,12800,38688.48026,0,"Hispanic",4715.1602422,5,"male",45,1,"No",2
"239066",2019,8352500,1018117.9016,2,"Black",450.0019815,4,"male",48,1,"Yes",4
"239067",2019,8504500,1018117.9016,2,"Black",468.09569075,4,"male",48,1,"Yes",4
"239068",2019,8506000,1018117.9016,2,"Black",437.08745096,4,"male",48,1,"Yes",4
"239069",2019,8450000,1018117.9016,2,"Black",456.15797959,4,"male",48,1,"Yes",4
"239070",2019,8441000,1018117.9016,2,"Black",453.66613702,4,"male",48,1,"Yes",4
"239071",2019,43700,60068.956193,2,"Black",4976.3136651,1,"female",45,0,"Yes",3
"239072",2019,42700,60068.956193,2,"Black",4923.9533693,1,"female",45,0,"Yes",3
"239073",2019,42700,60068.956193,2,"Black",4986.6926814,1,"female",45,0,"Yes",3
"239074",2019,42700,60068.956193,2,"Black",4972.3243263,1,"female",45,0,"Yes",3
"239075",2019,42700,60068.956193,2,"Black",4949.1915626,1,"female",45,0,"Yes",3
"239076",2019,75040,36652.244456,0,"Black",5620.4736386,3,"male",68,0,"No",1
"239077",2019,75050,35634.126555,0,"Black",5582.9873034,3,"male",68,0,"No",1
"239078",2019,75045,35634.126555,0,"Black",5660.0630284,3,"male",68,0,"No",1
"239079",2019,75050,35634.126555,0,"Black",5661.9121247,3,"male",68,0,"No",1
"239080",2019,74045,36652.244456,0,"Black",5640.0677381,3,"male",68,0,"No",1
"239081",2019,14265280,865400.21633,2,"Black",136.51328571,4,"male",55,1,"Yes",4
"239082",2019,14273290,865400.21633,2,"Black",139.01316644,4,"male",55,1,"Yes",4
"239083",2019,14263280,865400.21633,2,"Black",131.46219034,4,"male",55,1,"Yes",4
"239084",2019,14275280,865400.21633,2,"Black",136.07056105,4,"male",55,1,"Yes",4
"239085",2019,14274280,865400.21633,2,"Black",136.24767799,4,"male",55,1,"Yes",4
"239086",2019,2376500,351250.67604,0,"White",1223.7870275,5,"male",56,1,"No",2
"239087",2019,2059500,351250.67604,0,"White",1185.4873453,5,"male",56,1,"No",2
"239088",2019,1742500,351250.67604,0,"White",1183.1058997,5,"male",56,1,"No",2
"239089",2019,2367500,351250.67604,0,"White",1172.1972734,5,"male",56,1,"No",2
"239090",2019,1472500,351250.67604,0,"White",1119.2688372,5,"male",56,1,"No",2
"239091",2019,186200,52942.130882,0,"White",9868.7993611,5,"male",69,1,"No",2
"239092",2019,187100,53960.248783,0,"White",9910.8002486,5,"male",69,1,"No",2
"239093",2019,200200,55996.484586,0,"White",10020.136156,5,"male",69,1,"No",2
"239094",2019,209200,50905.895078,0,"White",9996.6287848,5,"male",69,1,"No",2
"239095",2019,205200,50905.895078,0,"White",9997.8617929,5,"male",69,1,"No",2
"239096",2019,-2900,73304.488913,5,"Hispanic",4128.9376018,4,"male",44,1,"Yes",7
"239097",2019,-2900,74322.606814,5,"Hispanic",4080.8167552,4,"male",44,1,"Yes",7
"239098",2019,-2900,73304.488913,5,"Hispanic",4104.7297816,4,"male",44,1,"Yes",7
"239099",2019,-2900,73304.488913,5,"Hispanic",4108.407825,4,"male",44,1,"Yes",7
"239100",2019,-2900,73304.488913,5,"Hispanic",4110.1261743,4,"male",44,1,"Yes",7
"239101",2019,295000,49887.777177,3,"Hispanic",4328.9770098,4,"male",41,1,"Yes",5
"239102",2019,291900,49887.777177,3,"Hispanic",4580.3289129,4,"male",41,1,"Yes",5
"239103",2019,294200,49887.777177,3,"Hispanic",4536.1639219,4,"male",41,1,"Yes",5
"239104",2019,293300,49887.777177,3,"Hispanic",4488.4931108,4,"male",41,1,"Yes",5
"239105",2019,290900,49887.777177,3,"Hispanic",4586.7531905,4,"male",41,1,"Yes",5
"239106",2019,7942250,308489.72418,1,"Other",2219.1840572,4,"male",58,1,"Yes",3
"239107",2019,10208250,315616.54949,1,"Black",2128.2146303,4,"male",58,1,"Yes",3
"239108",2019,6974250,314598.43158,1,"White",2031.3093296,4,"male",58,1,"Yes",3
"239109",2019,7108250,308489.72418,1,"Other",2251.5690039,4,"male",58,1,"Yes",3
"239110",2019,8564250,309507.84208,1,"Black",2141.6687904,4,"male",58,1,"Yes",3
"239111",2019,122643400,3036027.5825,0,"White",33.59715609,5,"male",61,1,"No",2
"239112",2019,109587800,2958650.622,0,"White",35.004816637,5,"male",61,1,"No",2
"239113",2019,207467740,3117477.0146,0,"White",33.839160665,5,"male",61,1,"No",2
"239114",2019,285821750,3123687.5338,0,"White",33.638866087,5,"male",61,1,"No",2
"239115",2019,125040120,2978605.7328,0,"White",34.043005688,5,"male",61,1,"No",2
"239116",2019,28320,18326.122228,0,"Black",9021.228114,3,"female",61,0,"No",1
"239117",2019,34310,17308.004327,0,"Black",8985.2463737,3,"female",61,0,"No",1
"239118",2019,33910,18326.122228,0,"Black",9146.8558498,3,"female",61,0,"No",1
"239119",2019,29020,17308.004327,0,"Black",9028.4392555,3,"female",61,0,"No",1
"239120",2019,29210,17308.004327,0,"Black",9041.0784368,3,"female",61,0,"No",1
"239121",2019,95790,27489.183342,1,"White",4820.7375634,4,"male",63,1,"Yes",3
"239122",2019,96370,27489.183342,1,"White",4839.5454514,4,"male",63,1,"Yes",3
"239123",2019,100970,27489.183342,1,"White",4860.8816603,4,"male",63,1,"Yes",3
"239124",2019,103670,27489.183342,1,"White",4820.8122012,4,"male",63,1,"Yes",3
"239125",2019,97270,27489.183342,1,"White",4839.107425,4,"male",63,1,"Yes",3
"239126",2019,4070,43779.069767,1,"White",4367.1998109,1,"female",30,0,"Yes",2
"239127",2019,3070,43779.069767,1,"White",4391.9980962,1,"female",30,0,"Yes",2
"239128",2019,3070,42760.951866,1,"White",4391.9933588,1,"female",30,0,"Yes",2
"239129",2019,3070,43779.069767,1,"White",4370.439013,1,"female",30,0,"Yes",2
"239130",2019,3070,43779.069767,1,"White",4372.9540466,1,"female",30,0,"Yes",2
"239131",2019,-46399,25452.947539,0,"Black",4165.9629633,2,"male",29,0,"No",1
"239132",2019,-46399,25452.947539,0,"Black",4160.2940965,2,"male",29,0,"No",1
"239133",2019,-46399,25452.947539,0,"Black",4123.000899,2,"male",29,0,"No",1
"239134",2019,-46379,25452.947539,0,"Black",4155.1118885,2,"male",29,0,"No",1
"239135",2019,-46399,25452.947539,0,"Black",4150.7213186,2,"male",29,0,"No",1
"239136",2019,38800,50905.895078,0,"White",6227.6593782,3,"female",56,0,"No",1
"239137",2019,38800,50905.895078,0,"White",6079.7064574,3,"female",56,0,"No",1
"239138",2019,38800,51924.01298,0,"White",6096.776379,3,"female",56,0,"No",1
"239139",2019,38800,51924.01298,0,"White",6065.2440567,3,"female",56,0,"No",1
"239140",2019,38800,50905.895078,0,"White",6124.2178611,3,"female",56,0,"No",1
"239141",2019,8300,36652.244456,2,"White",5049.2748146,4,"male",36,1,"Yes",4
"239142",2019,8600,37670.362358,2,"White",5004.0489497,4,"male",36,1,"Yes",4
"239143",2019,10710,37670.362358,2,"White",5025.9097479,4,"male",36,1,"Yes",4
"239144",2019,9200,36652.244456,2,"White",5023.5635656,4,"male",36,1,"Yes",4
"239145",2019,6300,37670.362358,2,"White",5027.6777738,4,"male",36,1,"Yes",4
"239146",2019,1195000,97739.318551,0,"White",4904.9978454,3,"female",77,0,"No",1
"239147",2019,1239000,97739.318551,0,"White",5186.485257,3,"female",77,0,"No",1
"239148",2019,1298000,97739.318551,0,"White",5133.2384493,3,"female",77,0,"No",1
"239149",2019,1334000,97739.318551,0,"White",5082.1771254,3,"female",77,0,"No",1
"239150",2019,1251000,96721.200649,0,"White",5203.1955262,3,"female",77,0,"No",1
"239151",2019,3125820,215840.99513,2,"White",1609.1508068,4,"male",57,1,"Yes",4
"239152",2019,3127510,215840.99513,2,"White",1609.3626328,4,"male",57,1,"Yes",4
"239153",2019,3126510,215840.99513,2,"White",1485.8272925,4,"male",57,1,"Yes",4
"239154",2019,3127810,215840.99513,2,"White",1641.5313944,4,"male",57,1,"Yes",4
"239155",2019,3129610,215840.99513,2,"White",1611.4887128,4,"male",57,1,"Yes",4
"239156",2019,68750,14253.650622,0,"White",6746.6943394,5,"male",68,1,"No",2
"239157",2019,72050,14253.650622,0,"White",6748.2567312,5,"male",68,1,"No",2
"239158",2019,67450,15271.768524,0,"White",6750.5247932,5,"male",68,1,"No",2
"239159",2019,67750,15271.768524,0,"White",6743.9418867,5,"male",68,1,"No",2
"239160",2019,68750,14253.650622,0,"White",6740.6845265,5,"male",68,1,"No",2
"239161",2019,107810000,2270402.9205,0,"White",39.363799577,5,"male",55,1,"No",2
"239162",2019,107368000,2066779.3402,0,"White",39.865257645,5,"male",55,1,"No",2
"239163",2019,107640000,1893699.2969,0,"White",39.102641959,5,"male",55,1,"No",2
"239164",2019,108422000,1771525.1487,0,"White",38.730945227,5,"male",55,1,"No",2
"239165",2019,108638000,1873336.9389,0,"White",39.208097372,5,"male",55,1,"No",2
"239166",2019,11315000,1934424.013,0,"White",267.80594171,5,"male",59,1,"No",2
"239167",2019,11509000,1944605.192,0,"White",276.09089753,5,"male",59,1,"No",2
"239168",2019,12082000,1944605.192,0,"White",258.81146006,5,"male",59,1,"No",2
"239169",2019,11367000,1944605.192,0,"White",271.11709802,5,"male",59,1,"No",2
"239170",2019,11324000,1934424.013,0,"White",270.26474805,5,"male",59,1,"No",2
"239171",2019,557160,60068.956193,0,"Other",6147.1046342,3,"female",64,0,"No",1
"239172",2019,557160,60068.956193,0,"Other",6535.7908945,3,"female",64,0,"No",1
"239173",2019,557160,60068.956193,0,"Other",6390.0918448,3,"female",64,0,"No",1
"239174",2019,557260,60068.956193,0,"Other",6336.1144178,3,"female",64,0,"No",1
"239175",2019,557160,60068.956193,0,"Other",6543.1388561,3,"female",64,0,"No",1
"239176",2019,449270,49887.777177,0,"White",10021.05252,5,"male",76,1,"No",2
"239177",2019,447800,50905.895078,0,"White",10185.090469,5,"male",76,1,"No",2
"239178",2019,447900,58032.720389,0,"White",10323.928879,5,"male",76,1,"No",2
"239179",2019,565900,49887.777177,0,"White",5825.5154223,5,"male",76,1,"No",2
"239180",2019,444900,53960.248783,0,"White",10133.78362,5,"male",76,1,"No",2
"239181",2019,29900,42760.951866,3,"White",4303.847143,4,"male",30,1,"Yes",5
"239182",2019,29000,43779.069767,3,"White",4302.0496082,4,"male",30,1,"Yes",5
"239183",2019,29900,42760.951866,3,"White",4301.513386,4,"male",30,1,"Yes",5
"239184",2019,29000,42760.951866,3,"White",4306.8572653,4,"male",30,1,"Yes",5
"239185",2019,30000,42760.951866,3,"White",4312.500814,4,"male",30,1,"Yes",5
"239186",2019,5600,9773.9318551,0,"White",3893.0859968,2,"male",40,0,"No",1
"239187",2019,5600,9773.9318551,0,"White",3900.0552467,2,"male",40,0,"No",1
"239188",2019,5500,9773.9318551,0,"White",3902.1902823,2,"male",40,0,"No",1
"239189",2019,5600,9773.9318551,0,"White",3890.8365611,2,"male",40,0,"No",1
"239190",2019,5500,9773.9318551,0,"White",3895.3842,2,"male",40,0,"No",1
"239191",2019,31149530,998773.66144,0,"White",367.99904697,5,"male",59,1,"No",2
"239192",2019,28361530,890853.16387,0,"White",367.84679086,5,"male",59,1,"No",2
"239193",2019,29151530,966193.88859,0,"White",363.08010908,5,"male",59,1,"No",2
"239194",2019,34364530,964157.65279,0,"White",370.3517495,5,"male",59,1,"No",2
"239195",2019,30009530,883726.33856,0,"White",368.14236418,5,"male",59,1,"No",2
"239196",2019,316100,38688.48026,0,"Black",10547.700229,3,"male",65,0,"No",1
"239197",2019,404500,32579.77285,0,"Black",10485.927614,3,"male",65,0,"No",1
"239198",2019,299800,48869.659275,0,"Black",10736.03089,3,"male",65,0,"No",1
"239199",2019,281200,29525.419145,0,"Black",10705.241446,3,"male",65,0,"No",1
